,Generated_Message,Perfect_Message
34262,"['Prey', 'West', 'Prey', 'Center']","['Prey', 'West', 'Prey', 'West']"
34263,"['Prey', 'West', 'Prey', 'Center']","['Prey', 'West', 'Prey', 'West']"
34264,[],[]
34265,"['Prey', 'North', 'West']","['Prey', 'North', 'West']"
34266,[],[]
34267,"['Prey', 'North']","['Prey', 'North']"
34268,"['Prey', 'North']","['Prey', 'North']"
34269,"['Prey', 'South']","['Prey', 'South']"
34270,[],[]
34271,[],[]
34272,"['Prey', 'North']","['Prey', 'North']"
34273,"['Prey', 'South']","['Prey', 'South']"
34274,"['Prey', 'North']","['Prey', 'North']"
34275,[],[]
34276,[],[]
34277,[],[]
34278,"['Prey', 'Center']","['Prey', 'Center']"
34279,[],[]
34280,[],[]
34281,"['Prey', 'South', 'East']","['Prey', 'South']"
34282,[],[]
34283,[],[]
34284,[],[]
34285,"['Prey', 'Center']","['Prey', 'Center']"
34286,[],[]
34287,"['Prey', 'West']","['Prey', 'West']"
34288,[],[]
34289,[],[]
34290,[],[]
34291,[],[]
34292,[],[]
34293,"['Prey', 'Center']","['Prey', 'Center']"
34294,[],[]
34295,[],[]
34296,"['Prey', 'East']","['Prey', 'East']"
34297,"['Prey', 'East']","['Prey', 'East']"
34298,"['Prey', 'East']","['Prey', 'East']"
34299,[],[]
34300,[],[]
34301,"['Prey', 'West']","['Prey', 'West']"
34302,[],[]
34303,[],[]
34304,[],[]
34305,"['Prey', 'North', 'West']","['Prey', 'North', 'West']"
34306,[],[]
34307,[],[]
34308,"['Prey', 'West']","['Prey', 'West']"
34309,"['Prey', 'West']","['Prey', 'West']"
34310,[],[]
34311,[],[]
34312,"['Prey', 'West']","['Prey', 'West']"
34313,"['Prey', 'West']","['Prey', 'West']"
34314,[],[]
34315,"['Prey', 'West']","['Prey', 'West']"
34316,[],[]
34317,"['Prey', 'South', 'East']","['Prey', 'South', 'East']"
34318,"['Prey', 'South', 'East']","['Prey', 'South', 'East']"
34319,[],[]
34320,"['Prey', 'North']","['Prey', 'North']"
34321,"['Prey', 'North']","['Prey', 'North']"
34322,"['Prey', 'North']","['Prey', 'North']"
34323,"['Prey', 'North']","['Prey', 'North']"
34324,[],[]
34325,[],[]
34326,[],[]
34327,[],[]
34328,[],[]
34329,"['Prey', 'South']","['Prey', 'South']"
34330,[],[]
34331,[],[]
34332,"['Prey', 'East']","['Prey', 'East']"
34333,"['Prey', 'East']","['Prey', 'East']"
34334,[],[]
34335,[],[]
34336,[],[]
34337,[],[]
34338,"['Prey', 'East']","['Prey', 'East']"
34339,"['Prey', 'North', 'East']","['Prey', 'North', 'East']"
34340,[],[]
34341,[],[]
34342,[],[]
34343,[],[]
34344,"['Prey', 'Center']","['Prey', 'Center']"
34345,"['Prey', 'West', 'Prey', 'Center']","['Prey', 'West', 'Prey', 'Center']"
34346,"['Prey', 'Center']","['Prey', 'Center']"
34347,[],[]
34348,[],[]
34349,[],[]
34350,"['Prey', 'North', 'East']","['Prey', 'North', 'East']"
34351,[],[]
34352,"['Prey', 'North']","['Prey', 'North']"
34353,"['Prey', 'North']","['Prey', 'North']"
34354,"['Prey', 'North']","['Prey', 'North']"
34355,"['Prey', 'North']","['Prey', 'North']"
34356,"['Prey', 'North', 'West']","['Prey', 'North', 'West']"
34357,[],[]
34358,[],[]
34359,[],[]
34360,[],[]
34361,[],[]
34362,"['Prey', 'East']","['Prey', 'East']"
34363,[],[]
34364,"['Prey', 'North']","['Prey', 'North']"
34365,"['Prey', 'North']","['Prey', 'North']"
34366,"['Prey', 'North']","['Prey', 'North']"
34367,"['Prey', 'North']","['Prey', 'North']"
34368,[],[]
34369,"['Prey', 'West']","['Prey', 'West']"
34370,[],[]
34371,[],[]
34372,[],[]
34373,"['Prey', 'North', 'West']","['Prey', 'North', 'West']"
34374,"['Prey', 'North', 'West']","['Prey', 'North', 'West']"
34375,[],[]
34376,"['Prey', 'Center']","['Prey', 'Center']"
34377,"['Prey', 'Center']","['Prey', 'Center']"
34378,[],[]
34379,"['Prey', 'Center']","['Prey', 'Center']"
34380,"['Prey', 'East']","['Prey', 'East']"
34381,"['Prey', 'East']","['Prey', 'East']"
34382,[],[]
34383,[],[]
34384,[],[]
34385,[],[]
34386,[],[]
34387,[],[]
34388,[],[]
34389,"['Prey', 'North', 'West']","['Prey', 'North', 'West']"
34390,[],[]
34391,[],[]
34392,[],[]
34393,"['Prey', 'South', 'East']","['Prey', 'South', 'East']"
34394,"['Prey', 'South', 'East']","['Prey', 'South', 'East']"
34395,[],[]
34396,[],[]
34397,"['Prey', 'Center']","['Prey', 'Center']"
34398,"['Prey', 'Center']","['Prey', 'Center']"
34399,[],[]
34400,"['Prey', 'East']","['Prey', 'East']"
34401,"['Prey', 'East']","['Prey', 'East']"
34402,[],[]
34403,[],[]
34404,[],[]
34405,"['Prey', 'North']","['Prey', 'North']"
34406,"['Prey', 'North']","['Prey', 'North']"
34407,"['Prey', 'North']","['Prey', 'North']"
34408,[],[]
34409,[],[]
34410,[],[]
34411,[],[]
34412,"['Prey', 'North', 'West']","['Prey', 'North', 'West']"
34413,"['Prey', 'North', 'West']","['Prey', 'North', 'West']"
34414,[],[]
34415,[],[]
34416,[],[]
34417,[],[]
34418,[],[]
34419,[],[]
34420,[],[]
34421,"['Prey', 'South', 'Prey', 'South']","['Prey', 'South', 'Prey', 'South']"
34422,[],[]
34423,[],[]
34424,"['Prey', 'North', 'East']","['Prey', 'North', 'East']"
34425,"['Prey', 'North', 'East']","['Prey', 'North', 'East']"
34426,"['Prey', 'North', 'East']","['Prey', 'North', 'East']"
34427,"['Prey', 'North', 'East']","['Prey', 'North', 'East']"
34428,[],[]
34429,"['Prey', 'South', 'West']","['Prey', 'South', 'West']"
34430,[],[]
34431,[],[]
34432,"['Prey', 'Center']","['Prey', 'Center']"
34433,"['Prey', 'Center']","['Prey', 'Center']"
34434,"['Prey', 'Center']","['Prey', 'Center']"
34435,"['Prey', 'Center']","['Prey', 'Center']"
34436,[],[]
34437,"['Prey', 'North', 'Prey', 'North']","['Prey', 'North', 'Prey', 'North']"
34438,[],[]
34439,[],[]
34440,[],[]
34441,"['Prey', 'West']","['Prey', 'West']"
34442,[],[]
34443,[],[]
34444,[],[]
34445,"['Prey', 'West']","['Prey', 'West']"
34446,[],[]
34447,[],[]
34448,[],[]
34449,[],[]
34450,"['Prey', 'Center']","['Prey', 'Center']"
34451,"['Prey', 'North', 'Prey', 'Center']","['Prey', 'Center', 'Prey', 'Center']"
34452,[],[]
34453,[],[]
34454,[],[]
34455,[],[]
34456,[],[]
34457,[],[]
34458,[],[]
34459,[],[]
34460,[],[]
34461,"['Prey', 'West']","['Prey', 'West']"
34462,"['Prey', 'West']","['Prey', 'West']"
34463,"['Prey', 'West']","['Prey', 'West']"
34464,[],[]
34465,"['Prey', 'West']","['Prey', 'West']"
34466,[],[]
34467,"['Prey', 'North', 'West']","['Prey', 'North', 'West']"
34468,"['Prey', 'North', 'East']","['Prey', 'North', 'East']"
34469,"['Prey', 'South', 'East']","['Prey', 'South', 'East']"
34470,[],[]
34471,[],[]
34472,"['Prey', 'North']","['Prey', 'North']"
34473,"['Prey', 'South']","['Prey', 'South']"
34474,"['Prey', 'North']","['Prey', 'North']"
34475,[],[]
34476,"['Prey', 'Center']","['Prey', 'Center']"
34477,"['Prey', 'Center']","['Prey', 'Center']"
34478,[],[]
34479,[],[]
34480,[],[]
34481,[],[]
34482,[],[]
34483,[],[]
34484,"['Prey', 'Center']","['Prey', 'Center']"
34485,"['Prey', 'Center']","['Prey', 'Center']"
34486,[],[]
34487,[],[]
34488,[],[]
34489,[],[]
34490,[],[]
34491,[],[]
34492,[],[]
34493,"['Prey', 'Center']","['Prey', 'Center']"
34494,"['Prey', 'Center']","['Prey', 'Center']"
34495,[],[]
34496,"['Prey', 'East']","['Prey', 'East']"
34497,"['Prey', 'East']","['Prey', 'East']"
34498,"['Prey', 'East']","['Prey', 'East']"
34499,[],[]
34500,[],[]
34501,"['Prey', 'West']","['Prey', 'West']"
34502,[],[]
34503,[],[]
34504,[],[]
34505,"['Prey', 'North', 'West']","['Prey', 'North', 'West']"
34506,[],[]
34507,[],[]
34508,"['Prey', 'West']","['Prey', 'West']"
34509,"['Prey', 'West']","['Prey', 'West']"
34510,[],[]
34511,[],[]
34512,"['Prey', 'West']","['Prey', 'West']"
34513,"['Prey', 'West']","['Prey', 'West']"
34514,[],[]
34515,"['Prey', 'West']","['Prey', 'West']"
34516,"['Prey', 'South', 'East']","['Prey', 'South', 'East']"
34517,"['Prey', 'South', 'East']","['Prey', 'South', 'East']"
34518,[],[]
34519,[],[]
34520,[],[]
34521,"['Prey', 'Center']","['Prey', 'Center']"
34522,"['Prey', 'Center']","['Prey', 'Center']"
34523,"['Prey', 'Center']","['Prey', 'Center']"
34524,[],[]
34525,[],[]
34526,[],[]
34527,[],[]
34528,[],[]
34529,"['Prey', 'South', 'West']","['Prey', 'South', 'West']"
34530,[],[]
34531,[],[]
34532,"['Prey', 'East']","['Prey', 'East']"
34533,"['Prey', 'East']","['Prey', 'East']"
34534,[],[]
34535,[],[]
34536,[],[]
34537,[],[]
34538,"['Prey', 'East']","['Prey', 'East']"
34539,"['Prey', 'North', 'East']","['Prey', 'North', 'East']"
34540,[],[]
34541,[],[]
34542,[],[]
34543,[],[]
34544,"['Prey', 'Center']","['Prey', 'Center']"
34545,"['Prey', 'Center']","['Prey', 'Center']"
34546,"['Prey', 'Center']","['Prey', 'Center']"
34547,[],[]
34548,[],[]
34549,[],[]
34550,"['Prey', 'North', 'East']","['Prey', 'North', 'East']"
34551,"['Prey', 'North', 'East']","['Prey', 'North', 'East']"
34552,"['Prey', 'North', 'West']","['Prey', 'North', 'West']"
34553,"['Prey', 'South', 'West']","['Prey', 'South', 'West']"
34554,"['Prey', 'South', 'West']","['Prey', 'South', 'West']"
34555,"['Prey', 'South', 'West']","['Prey', 'South', 'West']"
34556,"['Prey', 'North', 'West']","['Prey', 'North', 'West']"
34557,"['Prey', 'North', 'West']","['Prey', 'North', 'West']"
34558,"['Prey', 'East']","['Prey', 'East']"
34559,[],[]
34560,[],[]
34561,[],[]
34562,"['Prey', 'East']","['Prey', 'East']"
34563,[],[]
34564,"['Prey', 'North']","['Prey', 'North']"
34565,[],[]
34566,"['Prey', 'North', 'West', 'Prey', 'North']","['Prey', 'North', 'West', 'Prey', 'North']"
34567,[],[]
34568,[],[]
34569,"['Prey', 'West']","['Prey', 'West']"
34570,[],[]
34571,[],[]
34572,"['Prey', 'North', 'West']","['Prey', 'North', 'West']"
34573,"['Prey', 'North', 'West']","['Prey', 'North', 'West']"
34574,"['Prey', 'North', 'West']","['Prey', 'North', 'West']"
34575,[],[]
34576,[],[]
34577,"['Prey', 'Center']","['Prey', 'Center']"
34578,[],[]
34579,"['Prey', 'Center']","['Prey', 'Center']"
34580,"['Prey', 'East']","['Prey', 'East']"
34581,"['Prey', 'East']","['Prey', 'East']"
34582,[],[]
34583,[],[]
34584,[],[]
34585,[],[]
34586,[],[]
34587,[],[]
34588,"['Prey', 'North', 'West']","['Prey', 'North', 'West']"
34589,"['Prey', 'North', 'West']","['Prey', 'North', 'West']"
34590,[],[]
34591,[],[]
34592,[],[]
34593,"['Prey', 'South', 'East']","['Prey', 'South', 'East']"
34594,"['Prey', 'South', 'East']","['Prey', 'South', 'East']"
34595,[],[]
34596,"['Prey', 'Center']","['Prey', 'Center']"
34597,"['Prey', 'Center']","['Prey', 'Center']"
34598,"['Prey', 'Center']","['Prey', 'Center']"
34599,[],[]
34600,"['Prey', 'East']","['Prey', 'East']"
34601,"['Prey', 'East']","['Prey', 'East']"
34602,[],[]
34603,[],[]
34604,[],[]
34605,"['Prey', 'North']","['Prey', 'North']"
34606,"['Prey', 'North']","['Prey', 'North']"
34607,"['Prey', 'North']","['Prey', 'North']"
34608,[],[]
34609,"['Prey', 'West']","['Prey', 'West']"
34610,[],[]
34611,[],[]
34612,[],[]
34613,"['Prey', 'North', 'West']","['Prey', 'North', 'West']"
34614,[],[]
34615,[],[]
34616,[],[]
34617,[],[]
34618,[],[]
34619,[],[]
34620,[],[]
34621,"['Prey', 'South', 'Prey', 'South']","['Prey', 'South', 'Prey', 'South']"
34622,[],[]
34623,[],[]
34624,[],[]
34625,[],[]
34626,"['Prey', 'North']","['Prey', 'North']"
34627,"['Prey', 'South', 'West']","['Prey', 'South', 'West']"
34628,[],[]
34629,"['Prey', 'South', 'West']","['Prey', 'South', 'West']"
34630,[],[]
34631,[],[]
34632,"['Prey', 'Center']","['Prey', 'Center']"
34633,"['Prey', 'Center']","['Prey', 'Center']"
34634,"['Prey', 'Center']","['Prey', 'Center']"
34635,"['Prey', 'Center']","['Prey', 'Center']"
34636,[],[]
34637,"['Prey', 'North', 'Prey', 'North', 'East']","['Prey', 'North', 'Prey', 'North']"
34638,[],[]
34639,[],[]
34640,"['Prey', 'West']","['Prey', 'West']"
34641,"['Prey', 'West']","['Prey', 'West']"
34642,[],[]
34643,[],[]
34644,[],[]
34645,"['Prey', 'West']","['Prey', 'West']"
34646,[],[]
34647,[],[]
34648,[],[]
34649,"['Prey', 'Center']","['Prey', 'Center']"
34650,"['Prey', 'Center']","['Prey', 'Center']"
34651,"['Prey', 'North', 'Prey', 'Center']","['Prey', 'Center', 'Prey', 'Center']"
34652,[],[]
34653,[],[]
34654,[],[]
34655,[],[]
34656,[],[]
34657,[],[]
34658,[],[]
34659,[],[]
34660,[],[]
34661,[],[]
34662,"['Prey', 'West']","['Prey', 'West']"
34663,"['Prey', 'West']","['Prey', 'West']"
34664,[],[]
34665,[],[]
34666,[],[]
34667,"['Prey', 'North', 'West']","['Prey', 'North', 'West']"
34668,"['Prey', 'North', 'East']","['Prey', 'North', 'East']"
34669,"['Prey', 'South', 'East']","['Prey', 'South', 'East']"
34670,"['Prey', 'North', 'East']","['Prey', 'North', 'East']"
34671,"['Prey', 'North', 'East']","['Prey', 'North', 'East']"
34672,"['Prey', 'North']","['Prey', 'North']"
34673,"['Prey', 'South']","['Prey', 'South']"
34674,"['Prey', 'North']","['Prey', 'North']"
34675,"['Prey', 'North']","['Prey', 'North']"
34676,[],[]
34677,"['Prey', 'North']","['Prey', 'North']"
34678,[],[]
34679,[],[]
34680,"['Prey', 'Center']","['Prey', 'Center']"
34681,[],[]
34682,[],[]
34683,[],[]
34684,[],[]
34685,"['Prey', 'Center']","['Prey', 'Center']"
34686,"['Prey', 'Center']","['Prey', 'Center']"
34687,"['Prey', 'Center']","['Prey', 'Center']"
34688,[],[]
34689,[],[]
34690,[],[]
34691,[],[]
34692,[],[]
34693,"['Prey', 'Center']","['Prey', 'Center']"
34694,"['Prey', 'Center']","['Prey', 'Center']"
34695,[],[]
34696,"['Prey', 'East']","['Prey', 'East']"
34697,"['Prey', 'East']","['Prey', 'East']"
34698,"['Prey', 'East']","['Prey', 'East']"
34699,[],[]
34700,[],[]
34701,"['Prey', 'West']","['Prey', 'West']"
34702,[],[]
34703,[],[]
34704,"['Prey', 'North', 'West']","['Prey', 'North', 'West']"
34705,"['Prey', 'North', 'West']","['Prey', 'North', 'West']"
34706,[],[]
34707,[],[]
34708,"['Prey', 'North', 'West']","['Prey', 'North', 'West']"
34709,"['Prey', 'North', 'West']","['Prey', 'North', 'West']"
34710,[],[]
34711,[],[]
34712,"['Prey', 'West']","['Prey', 'West']"
34713,"['Prey', 'West']","['Prey', 'West']"
34714,[],[]
34715,"['Prey', 'West']","['Prey', 'West']"
34716,"['Prey', 'South', 'East']","['Prey', 'South', 'East']"
34717,"['Prey', 'South', 'East']","['Prey', 'South', 'East']"
34718,[],[]
34719,[],[]
34720,[],[]
34721,"['Prey', 'Center']","['Prey', 'Center']"
34722,"['Prey', 'Center']","['Prey', 'Center']"
34723,[],[]
34724,[],[]
34725,[],[]
34726,[],[]
34727,[],[]
34728,[],[]
34729,"['Prey', 'West']","['Prey', 'West']"
34730,[],[]
34731,[],[]
34732,"['Prey', 'East']","['Prey', 'East']"
34733,"['Prey', 'East']","['Prey', 'East']"
34734,[],[]
34735,[],[]
34736,[],[]
34737,"['Prey', 'East']","['Prey', 'East']"
34738,"['Prey', 'East']","['Prey', 'East']"
34739,"['Prey', 'North', 'East']","['Prey', 'North', 'East']"
34740,[],[]
34741,"['Prey', 'South']","['Prey', 'South']"
34742,[],[]
34743,[],[]
34744,"['Prey', 'East']","['Prey', 'East']"
34745,"['Prey', 'West', 'Prey', 'Center']","['Prey', 'West', 'Prey', 'East']"
34746,"['Prey', 'East']","['Prey', 'East']"
34747,[],[]
34748,[],[]
34749,[],[]
34750,"['Prey', 'North', 'East']","['Prey', 'North', 'East']"
34751,"['Prey', 'North', 'East']","['Prey', 'North', 'East']"
34752,"['Prey', 'North', 'West']","['Prey', 'North', 'West']"
34753,"['Prey', 'South']","['Prey', 'South']"
34754,"['Prey', 'South']","['Prey', 'South']"
34755,"['Prey', 'South']","['Prey', 'South']"
34756,"['Prey', 'North', 'West']","['Prey', 'North', 'West']"
34757,[],[]
34758,[],[]
34759,[],[]
34760,[],[]
34761,[],[]
34762,[],[]
34763,[],[]
34764,"['Prey', 'North']","['Prey', 'North']"
34765,[],[]
34766,"['Prey', 'North', 'Prey', 'North', 'West']","['Prey', 'North', 'Prey', 'North', 'West']"
34767,[],[]
34768,[],[]
34769,"['Prey', 'West']","['Prey', 'West']"
34770,[],[]
34771,[],[]
34772,"['Prey', 'North', 'West']","['Prey', 'North', 'West']"
34773,"['Prey', 'North', 'West']","['Prey', 'North', 'West']"
34774,"['Prey', 'North', 'West']","['Prey', 'North', 'West']"
34775,"['Prey', 'North', 'West']","['Prey', 'North', 'West']"
34776,"['Prey', 'Center']","['Prey', 'Center']"
34777,"['Prey', 'Center']","['Prey', 'Center']"
34778,[],[]
34779,"['Prey', 'Center']","['Prey', 'Center']"
34780,[],[]
34781,"['Prey', 'East']","['Prey', 'East']"
34782,[],[]
34783,[],[]
34784,[],[]
34785,[],[]
34786,[],[]
34787,[],[]
34788,[],[]
34789,"['Prey', 'North', 'West']","['Prey', 'North', 'West']"
34790,[],[]
34791,[],[]
34792,[],[]
34793,"['Prey', 'East']","['Prey', 'East']"
34794,"['Prey', 'East']","['Prey', 'East']"
34795,[],[]
34796,[],[]
34797,"['Prey', 'Center']","['Prey', 'Center']"
34798,[],[]
34799,[],[]
34800,"['Prey', 'East']","['Prey', 'East']"
34801,"['Prey', 'East']","['Prey', 'East']"
34802,[],[]
34803,[],[]
34804,[],[]
34805,"['Prey', 'North']","['Prey', 'North']"
34806,"['Prey', 'North']","['Prey', 'North']"
34807,"['Prey', 'North']","['Prey', 'North']"
34808,[],[]
34809,"['Prey', 'West']","['Prey', 'West']"
34810,[],[]
34811,[],[]
34812,[],[]
34813,"['Prey', 'North', 'West']","['Prey', 'North', 'West']"
34814,[],[]
34815,[],[]
34816,[],[]
34817,"['Prey', 'South', 'West']","['Prey', 'South', 'West']"
34818,[],[]
34819,[],[]
34820,[],[]
34821,"['Prey', 'South', 'Prey', 'South']","['Prey', 'South', 'Prey', 'South']"
34822,[],[]
34823,[],[]
34824,[],[]
34825,[],[]
34826,"['Prey', 'North']","['Prey', 'North']"
34827,"['Prey', 'South', 'West']","['Prey', 'South', 'West']"
34828,[],[]
34829,"['Prey', 'South', 'West']","['Prey', 'South', 'West']"
34830,[],[]
34831,[],[]
34832,[],[]
34833,[],[]
34834,[],[]
34835,[],[]
34836,[],[]
34837,"['Prey', 'North']","['Prey', 'North']"
34838,"['Prey', 'North']","['Prey', 'North']"
34839,[],[]
34840,"['Prey', 'West']","['Prey', 'West']"
34841,"['Prey', 'West']","['Prey', 'West']"
34842,[],[]
34843,[],[]
34844,[],[]
34845,"['Prey', 'West']","['Prey', 'West']"
34846,[],[]
34847,[],[]
34848,[],[]
34849,[],[]
34850,[],[]
34851,"['Prey', 'Center']","['Prey', 'Center']"
34852,[],[]
34853,[],[]
34854,[],[]
34855,[],[]
34856,[],[]
34857,"['Prey', 'South', 'West']","['Prey', 'South', 'West']"
34858,[],[]
34859,[],[]
34860,[],[]
34861,[],[]
34862,[],[]
34863,"['Prey', 'West']","['Prey', 'West']"
34864,[],[]
34865,"['Prey', 'North', 'West']","['Prey', 'North', 'West']"
34866,[],[]
34867,[],[]
34868,"['Prey', 'North', 'East']","['Prey', 'North', 'East']"
34869,"['Prey', 'South', 'East']","['Prey', 'South', 'East']"
34870,"['Prey', 'North', 'East']","['Prey', 'North', 'East']"
34871,"['Prey', 'North', 'East']","['Prey', 'North', 'East']"
34872,"['Prey', 'North']","['Prey', 'North']"
34873,"['Prey', 'South']","['Prey', 'South']"
34874,"['Prey', 'North']","['Prey', 'North']"
34875,"['Prey', 'North']","['Prey', 'North']"
34876,[],[]
34877,[],[]
34878,[],[]
34879,[],[]
34880,"['Prey', 'East']","['Prey', 'East']"
34881,"['Prey', 'East']","['Prey', 'East']"
34882,"['Prey', 'East']","['Prey', 'East']"
34883,[],[]
34884,[],[]
34885,"['Prey', 'East']","['Prey', 'East']"
34886,"['Prey', 'East']","['Prey', 'East']"
34887,"['Prey', 'East']","['Prey', 'East']"
34888,"['Prey', 'West']","['Prey', 'West']"
34889,[],[]
34890,[],[]
34891,[],[]
34892,[],[]
34893,"['Prey', 'Center', 'Prey', 'South', 'West']","['Prey', 'Center', 'Prey', 'South', 'West']"
34894,[],[]
34895,[],[]
34896,"['Prey', 'North', 'East']","['Prey', 'North', 'East']"
34897,"['Prey', 'North', 'East']","['Prey', 'North', 'East']"
34898,"['Prey', 'North', 'East']","['Prey', 'North', 'East']"
34899,[],[]
34900,[],[]
34901,"['Prey', 'West']","['Prey', 'West']"
34902,[],[]
34903,[],[]
34904,[],[]
34905,"['Prey', 'North']","['Prey', 'North']"
34906,[],[]
34907,"['Prey', 'North']","['Prey', 'North']"
34908,"['Prey', 'North', 'West']","['Prey', 'North', 'West']"
34909,"['Prey', 'North', 'West']","['Prey', 'North', 'West']"
34910,[],[]
34911,[],[]
34912,"['Prey', 'Center']","['Prey', 'Center']"
34913,"['Prey', 'Center']","['Prey', 'Center']"
34914,"['Prey', 'Center']","['Prey', 'Center']"
34915,"['Prey', 'Center']","['Prey', 'Center']"
34916,"['Prey', 'East']","['Prey', 'East']"
34917,"['Prey', 'East']","['Prey', 'East']"
34918,"['Prey', 'East']","['Prey', 'East']"
34919,[],[]
34920,"['Prey', 'Center']","['Prey', 'Center']"
34921,"['Prey', 'North', 'Prey', 'Center']","['Prey', 'North', 'Prey', 'Center']"
34922,"['Prey', 'North']","['Prey', 'North']"
34923,"['Prey', 'North']","['Prey', 'North']"
34924,[],[]
34925,[],[]
34926,[],[]
34927,[],[]
34928,[],[]
34929,"['Prey', 'Center']","['Prey', 'Center']"
34930,[],[]
34931,[],[]
34932,"['Prey', 'East']","['Prey', 'East']"
34933,"['Prey', 'East']","['Prey', 'East']"
34934,[],[]
34935,[],[]
34936,[],[]
34937,"['Prey', 'East']","['Prey', 'East']"
34938,"['Prey', 'East']","['Prey', 'East']"
34939,"['Prey', 'North', 'East']","['Prey', 'North', 'East']"
34940,[],[]
34941,"['Prey', 'South']","['Prey', 'South']"
34942,[],[]
34943,[],[]
34944,"['Prey', 'South', 'Prey', 'South', 'East']","['Prey', 'Center', 'Prey', 'East']"
34945,"['Prey', 'Center', 'Prey', 'Center']","['Prey', 'Center', 'Prey', 'East']"
34946,"['Prey', 'East']","['Prey', 'East']"
34947,[],[]
34948,[],[]
34949,[],[]
34950,"['Prey', 'North', 'East']","['Prey', 'North', 'East']"
34951,"['Prey', 'North', 'East']","['Prey', 'North', 'East']"
34952,[],[]
34953,[],[]
34954,[],[]
34955,[],[]
34956,"['Prey', 'North', 'West']","['Prey', 'North', 'West']"
34957,"['Prey', 'North', 'West']","['Prey', 'North', 'West']"
34958,"['Prey', 'East']","['Prey', 'East']"
34959,"['Prey', 'North', 'West']","['Prey', 'North', 'West']"
34960,[],[]
34961,"['Prey', 'East']","['Prey', 'East']"
34962,"['Prey', 'East']","['Prey', 'East']"
34963,[],[]
34964,"['Prey', 'North', 'Prey', 'North', 'West']","['Prey', 'North', 'Prey', 'North', 'West']"
34965,[],[]
34966,"['Prey', 'North', 'West']","['Prey', 'North', 'West']"
34967,[],[]
34968,[],[]
34969,"['Prey', 'West']","['Prey', 'West']"
34970,[],[]
34971,"['Prey', 'West']","['Prey', 'West']"
34972,"['Prey', 'North', 'West']","['Prey', 'North', 'West']"
34973,"['Prey', 'North', 'West']","['Prey', 'North', 'West']"
34974,[],[]
34975,"['Prey', 'North', 'West']","['Prey', 'North', 'West']"
34976,[],[]
34977,"['Prey', 'Center']","['Prey', 'Center']"
34978,[],[]
34979,"['Prey', 'Center']","['Prey', 'Center']"
34980,[],[]
34981,"['Prey', 'East']","['Prey', 'East']"
34982,[],[]
34983,[],[]
34984,[],[]
34985,[],[]
34986,[],[]
34987,[],[]
34988,[],[]
34989,"['Prey', 'North', 'West']","['Prey', 'North', 'West']"
34990,[],[]
34991,[],[]
34992,[],[]
34993,"['Prey', 'East']","['Prey', 'East']"
34994,"['Prey', 'East']","['Prey', 'East']"
34995,[],[]
34996,[],[]
34997,[],[]
34998,"['Prey', 'South']","['Prey', 'South']"
34999,[],[]
35000,"['Prey', 'East']","['Prey', 'East']"
35001,"['Prey', 'East']","['Prey', 'East']"
35002,[],[]
35003,[],[]
35004,[],[]
35005,"['Prey', 'North']","['Prey', 'North']"
35006,"['Prey', 'North']","['Prey', 'North']"
35007,"['Prey', 'North']","['Prey', 'North']"
35008,[],[]
35009,"['Prey', 'West']","['Prey', 'West']"
35010,[],[]
35011,[],[]
35012,"['Prey', 'North', 'West']","['Prey', 'North', 'West']"
35013,"['Prey', 'North', 'West']","['Prey', 'North', 'West']"
35014,[],[]
35015,[],[]
35016,[],[]
35017,"['Prey', 'South', 'West']","['Prey', 'South', 'West']"
35018,[],[]
35019,[],[]
35020,[],[]
35021,"['Prey', 'South', 'Prey', 'South']","['Prey', 'South', 'Prey', 'South']"
35022,[],[]
35023,[],[]
35024,"['Prey', 'North']","['Prey', 'North']"
35025,[],[]
35026,"['Prey', 'North']","['Prey', 'North']"
35027,[],[]
35028,[],[]
35029,"['Prey', 'South', 'West']","['Prey', 'South', 'West']"
35030,[],[]
35031,[],[]
35032,[],[]
35033,[],[]
35034,"['Prey', 'South']","['Prey', 'South']"
35035,[],[]
35036,"['Prey', 'North', 'Prey', 'North']","['Prey', 'North', 'Prey', 'North']"
35037,"['Prey', 'North', 'Prey', 'North']","['Prey', 'North', 'Prey', 'North']"
35038,"['Prey', 'North']","['Prey', 'North']"
35039,[],[]
35040,"['Prey', 'West']","['Prey', 'West']"
35041,"['Prey', 'West']","['Prey', 'West']"
35042,[],[]
35043,"['Prey', 'West']","['Prey', 'West']"
35044,[],[]
35045,"['Prey', 'West']","['Prey', 'West']"
35046,[],[]
35047,[],[]
35048,[],[]
35049,"['Prey', 'Center']","['Prey', 'Center']"
35050,[],[]
35051,"['Prey', 'Center']","['Prey', 'Center']"
35052,[],[]
35053,[],[]
35054,[],[]
35055,[],[]
35056,[],[]
35057,"['Prey', 'South', 'West']","['Prey', 'South', 'West']"
35058,[],[]
35059,[],[]
35060,[],[]
35061,"['Prey', 'West']","['Prey', 'West']"
35062,[],[]
35063,[],[]
35064,"['Prey', 'North']","['Prey', 'North']"
35065,[],[]
35066,[],[]
35067,"['Prey', 'North']","['Prey', 'North']"
35068,[],[]
35069,"['Prey', 'South', 'East']","['Prey', 'South', 'East']"
35070,[],[]
35071,[],[]
35072,[],[]
35073,"['Prey', 'South']","['Prey', 'South']"
35074,[],[]
35075,[],[]
35076,[],[]
35077,[],[]
35078,[],[]
35079,[],[]
35080,"['Prey', 'East']","['Prey', 'East']"
